objectid,filename,youtubeid,vimeoid,title,format,description,creator,recipient,date,item_information,subject,location,latitude,longitude,source,identifier,rights,rightsstatement,type,culture
coll113,113,,,"Votive slip folio 16 verso 4, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Green ghoul with white skeletal figures and flaming chariot.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0033d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll114,114,,,"Votive slip folio 16 verso 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Red ghoul with buddha figure on purple cloud.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0033c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll115,115,,,"Votive slip folio 16 verso 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Green ghoul with white skeletal figures.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0033b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll116,116,,,"Votive slip folio 16 verso 1, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Red ghoul with white skeletal figures in pool of lava.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0033a,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll117,117,,,"Votive slip folio 15 recto 7, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Skeletal figure and human.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032g,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll118,118,,,"Votive slip folio 15 recto 6, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Blue ghoul with white skeletal figure and large mirror near fire.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032f,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll119,119,,,"Votive slip folio 15 recto 5, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Green ghoul near fire.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032e,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll120,120,,,"Votive slip folio 15 recto 4, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Skeletal figures and animals near fire.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032d,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll121,121,,,"Votive slip folio 15 recto 3, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Green ghoul with white skeletal figure and black and white animals near fire.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032c,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
coll122,122,,,"Votive slip folio 15 recto 2, 769.952.C685 v.39",image/jpg,Single-unit votive slip with partial double black border. Blue and purple perimeters along upper and lower borders. Multiple white slips with black text along upper border edge. Orange ghoul with white skeletal figure near fire.,Unknown,,Unknown,single-page; print,Oni; Hell,Japan,35.6762,139.6503,"Gertrude Bass Warner Memorial Library, Japanese Art, Special Collections and University Archives, University of Oregon Libraries, Eugene, Oregon.

Link to item page on Oregon Digital",769_952_c685_v39_0032b,"Educational use includes non-commercial use of text and images in materials for teaching and research purposes. Digital reproduction permissions granted by University of Idaho Library Special Collections and Archives Department. For other uses beyond free use, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://rightsstatements.org/vocab/InC-EDU/1.0/,Image;StillImage,Japanese
